,Comments,Label
3445,"সবকিছুই ভালো লাগে, শুধু এই বিরক্তিকর ভাবে মাইক্রোফোন ধরাটা দেখতে ভালো লাগে না, যে কারণে বেশিরভাগ সময়েই আপনার ভিডিও স্কিপ করে যাই",0.0
3446,এই‌ ভিডিও‌ গুলো‌ তারাই‌ দেখবে যারা‌‌প্রকৃত‌ কিছু শিখতে চায়‌ এবং জানতে‌ চায়‌।,0.0
3447,আমেরিকার যতটা না জুলুম করতেছে অর্থাৎ তাদের আধিপত্য চাপায় দিচ্ছে। চায়নারা তার থেকে শতগুণ আধিপত্য বিস্তার করবে। যেটা মোটেও ভাল লক্ষন না।,0.0
3448,ভাই অনেক ভালোবাসা,0.0
3449,অনেক কিছু জানার আছে যা আমাদের হাতের নাগালের বাইরে।তা আপনি অনেক সুন্দর করে বুঝিয়ে দেন,0.0
3450,ধন্যবাদ ভাই।ভালোবাসা নিবেন,0.0
3451,কিছুক্ষণের জন্য ধ্যানে আছি,0.0
3452,আল্লাহকে ভয় কর মরতে হবে একদিন,0.0
3453,তাকে সেরা টিভি অভিনেতার পুরষ্কার দেওয়া হোক। সোনার ছেলে আমার,0.0
3454,অলসতার জন্য আজ বেঁচে গেল,0.0
3455,ঘুরে এলাম ফ্যান্টাসি কিংডম থেকে,0.0
3456,পরকালের জন্য খেয়াল রাখো,0.0
3457,আমার বাবা কে আমি হারিয়েছি ১১ দিন হলো পৃথিবীর সকল বাবাকে জান্নাত বাসি করুক,0.0
3458,"তোমার কথাগুলো শুনে,,আমি অনেক কেদেছি কারন আমার বাবা মা নেই",0.0
3459,আমি সদ্য 2 মাস হয় আমার বাবা কে হারাইছে বোন এটা অনেক একটা কষ্টের বিষয় এ কষ্টের কোন শেষ নাই টোয়েন্টি সিক্স আমি সব বুঝি খুব কষ্ট খুব কষ্ট খুব কষ্ট আল্লাহ তোমার বাবাকে বেহেশত নসিব করুন তোমার বাবার জন্য দোয়া করি আমিন,0.0
3460,বাবা মানেই অমূল্য রত্ন,0.0
3461,বাবা অপূর্ণতা কি তা এখন বুঝতে পারি..!,0.0
3462,শুক্রবারে কোথায় অফিস করছিল,0.0
3463,আপনার কথা বলার ধরণ এবং বাচনভঙ্গি অসাধারণ।,0.0
3464,আপনার কথা বলার ভঙ্গি একদম একরকম।খুব মিস্টি লাগে।,0.0
3465,আসসালামু আলাইকুম খুব সুন্দর ভিডিও 👍👌,0.0
3466,অসংখ্য ধন্যবাদ,0.0
3467,"মাশাআল্লাহ অনেক সুন্দর একটা ভিডিও দেখে খুব ই ভালো লাগলো আপ্পি,",0.0
3468,অনেক সুন্দর জায়গা🥰🥰,0.0
3469,আপু অনেক অপেক্ষা তে থাকলাম আপনার এই রেসিপি tar জন্য,0.0
3470,আপু তোমার কথা গুল খুব সুন্দর। তোমাকে আমার খুব ভালো লাগে❤️❤️,0.0
3471,"আপুর হাসিটা অনেক সুন্দর, মাশাআল্লাহ।
আর কথা বলার স্টাইল টা স্মুথ 😊",0.0
3472,ধন্যবাদ আপু 😊,0.0
3473,আপু আপনাকে অনেক ভালো লাগে,0.0
3474,অপূর্ব সুন্দর,0.0
3475,তোমার ব্লগ আর সবার চেয়ে আলাদা।,0.0
3476,ধন্যবাদ। ভাল থাকবেন 😊,0.0
3477,লাভ ইউ রাইসা আপু,0.0
3478,"আপনার রান্না, আপনার কথা, আপনার উপদেশ এবং আপনি অসম্ভব সুন্দর",0.0
3479,আপু আমি শুধু আপনাকেই দেখছিলাম আর আপনার কথা শুনছিলাম 😇 কি মিষ্টি দেখতে আপনি আর আপনার ভয়েসটা 😍❤️🥰,0.0
3480,মাশাআল্লাহ খুব ভালো লাগলো দারুণ ❤️ তুমি কি ওখানে স্টুডেন্ট ভিসায় গেছো?,0.0
3481,ঈদের পরে গিয়েছিলাম 😊,0.0
3482,এত্ত বেশি ভালো লাগে আপনাদের🤗,0.0
3483,জেনে খুব ভাল লাগল  শুভকামনা রইল,0.0
3484,আপু আপনি খুব সুন্দর করে কথা বলেন । আমি honestly আপনার বাচনভঙ্গি দেখার জন্য ই আপনার ভিডিও দেখি,0.0
3485,ঈদ মোবারক আপি💝। এত সুন্দর শুভেচ্ছা বিনিময়ের জন্য অনেক ধন্যবাদ। খুব খুব ভালো থাকুন সব সময়🥰,0.0
3486,ঈদ মোবারক আমার প্রিয় একজন মানুষ ❤️,0.0
3487,অসাধারণ কন্টেন্ট। এতো বিস্তারিত ভাবে কেরামেল বানানো আগে কেউ দেখায়নি আপু। 🥰🥰,0.0
3488,আপনার উপস্থাপন খুব ভালো লাগে আপু❤️,0.0
3489,আপ্নার রেসিপি খুব ই চমৎকার এবং সহজ ও বটে ট্রাই করা হয় অবসরে,0.0
3490,"আসসালামুআলাইকুম।আপু আপনি অনেক কিউট,আমি আপনার বিডিও ফরো করি।আপনার রান্নার ব্যবহারের পাত্রগুলো অনেক সুন্দর।",0.0
3491,"আপু বেশি বেশি রেসিপি দিবেন, যেন রেসিপির উসিলায় আপনাকে বার বার নতুন করে দেখতে পারি 💖💖💖",0.0
3492,"অনেক অনেক দোয়া ও শুভ কামনা, এতো সুন্দর ভাবে এতো ভালো ভালো কিছু বলার জন্য,",0.0
3493,অনেক অনেক অনেক ধন্যবাদ এত মুল্যবান তথ্য এত সুন্দর করে বলার জন্য.,0.0
3494,অসাধারণ আপনার আলোচনা আমার কাছে খুব ভালো লেগেছে,0.0
3495,আপনি অনেক ভাল উপদেশ দিয়েছেন ধন্যবাদ,0.0
3496,"মাশাআল্লাহ,,,,, মূল্যবান ছিলো কথা গুলো
অনেক অনেক ধন্যবাদ প্রিয়❤️",0.0
3497,"অনেক ধন্যবাদ , সুন্দর ইফতারী ও সেহেরীর খাদ্য তালিকার জন্য !",0.0
3498,সত্যি আপনার ভিডিও গুলো প্রশংসা পাওয়ার যোগ্য।,0.0
3499,অনেক ভালো লাগে আপু আপনার রেসিপি। অনেক সুন্দর করে গুছিয়ে কথা বলেন শুনতে খুব ভালো লাগে।,0.0
3500,আপনাকে অসংখ্য ধন্যবাদ এত সুন্দর করে লেখার জন্য। অনেক শুভকামনা রইল।,0.0
3501,কি সুন্দর উপস্থাপনা 😊,0.0
3502,চমৎকার তথ্য,0.0
3503,খুভ উপকারী ভিডিও,0.0
3504,বাংলাদেশের অনেকেই রান্না-বান্না নিয়ে কন্টেন্ট তৈরী করে থাকে। কিন্তু আপনার তৈরী কন্টেন্ট সবার থেকে একেবারেই আলাদা এবং ভিন্নধর্মী। ভিডিও গুলো বেশ উপকারী।,0.0
3505,সিলেট সুনামগঞ্জ এই মুহুর্তে উচিৎ আগে থেকেই সেনাবাহিনী এবং নৌবাহিনী মোতায়েন করা।,0.0
3506,পানি আমাদের এলাকাবাসীর সবার ঘরে ঘরে 😪😭,0.0
3507,সিলেট সন্ধ্যা থেকে বৃষ্টি শুরু হয়েছে একবার এর জন্যেও থামেনি এখন রাত বাজে ৩ঃ৫৮ এখনো বৃষ্টি হচ্ছে সবার দোয়া করবেন 🙂,0.0
3508,আপনাদের ট্যুর পরে আগে আমাদের বাঁচান যাদের সামর্থ্য আছে এই অসময়ে আমাদের পাশে থাকুন দয়া করে 😭🙏🙏,0.0
3509,"নিজের চোখে দেখে আসলাম,,,পরিস্থিতি বর্ণনা/ধারণার চেয়ে ভয়াবহ। আল্লাহ সবাইকে মাফ করুক।",0.0
3510,চারিদিকে এত দুর্দশা!,0.0
3511,সুনামগঞ্জ এর সাথে যোগাযোগ ব্যবস্থা বন্ধ,0.0
3512,পানিবন্দী মানুষদের উদ্ধার করতে দয়াকরে সেনাবাহিনী ও নৌবাহিনী মোতায়েন করার জন্য বিনীত অনুরোধ জানাচ্ছি।আল্লাহ হেফাজ করো।,0.0
3513,"বরণ কালের ভয়াবহ বিপর্যের মুখামুখি আমরা,সিলেট বাসি
আল্লাহ আমাদের সবাইকে হেফাজত করুন। আমিন🤲",0.0
3514,প্রায় প্রতিটা ঘরবাড়ি এখন পানির নিচে,0.0
3515,"আজকে খুবই খারাপ অবস্থা সুনামগঞ্জের....
অনেক উচু উচু বাসা বাড়ির মধ্যেও পানি ডুকে যাচ্ছে.... 😥😥",0.0
3516,ত্রাণ তৎপরতার পাশাপাশি উদ্ধার তৎপরতা খুবই জরুরী।,0.0
3517,"সিলেট জেলার গোয়াইনঘাট উপজেলার মানুষ এখন পানিবন্ধি!
স্মরণকালের ভয়াবহ বন্যা!
সময় বাড়ার সাথে সাথে পানি বেড়েই চলছে।…",0.0
3518,প্রচুর বৃষ্টি নাই বিদ্যুৎ বন্যার পানি প্রতিটা সেকেন্ডে বাড়ছে। বাড়তেই আছে। সবিনয় অনুরোধ মাননীয় প্রধানমন্ত্রী। আমাদের সিলেট বাসির দিকে একটু নজর দিন।,0.0
3519,হাওরের অবস্থা খুবই খারাপ,0.0
3520,"সিলেটে বিদ্যুৎ বিপর্যয়ের আশংকা।
কুমারগাঁও ১৩২/৩৩ কেভি গ্রিড উপকেন্দ্রের সুইচ ইয়ার্ডে পানি প্রবেশ করেছে।",0.0
3521,রাতের আধারে ঘুমের মধ্যে বেড়ে চলছে পানি। ভাসিয়ে নিয়ে যাচ্ছে সবকিছু।,0.0
3522,"মেঘ সে রাত বিকেল-সন্ধ্যা থেকে হচ্ছেই, থামতেই চাচ্ছে না।",0.0
3523,ঘটনা কি সত্যি??,0.0
3524,ভাইয়া আপনারা ঠিক আছেন তো !,0.0
3525,উঠানে হাঁটুর উপরে পানি 😴,0.0
3526,সিলেটের জৈন্তাপুরের উপজেলায় ৯০% মানুষের ঘর পানির নিচে,0.0
3527,সন্ধ্যা ৭টা থেকে এখন সকাল ১০ টা বাজে এখনও বৃষ্টি তামে নাই,0.0
3528,"সারা দেশে এসএসসি পরীক্ষা স্থগিত
এখন বুঝতেই পারছেন সিলেটে পানির পরিস্থিতি কিরকম ভয়াবহ। 😐",0.0
3529,সরকারের উচিত এখন জত তাড়াতাড়ি পানি বন্দি মানুষ গুলো কে উদ্ধার করা।,0.0
3530,সময় উপযোগী সিদ্ধান্ত। সিলেটের বেশিরভাগ শিক্ষা প্রতিষ্ঠান পানিতে তলিয়ে গেছে!,0.0
3531,আপা এই রকম একটা আইডিয়াই খুঁজছিলাম। খুবই উপকারে আসবে।অনেক ধন্যবাদ। আর অনেক সুন্দর লাগছে।,0.0
3532,"অনেক ধন্যবাদ আপা, ভাল লাগলে শেয়ার করবেন প্লিজ ❤️❤️",0.0
3533,গুণবতী আপি,0.0
3534,আপু আমাকেও একটু শিখিয়ে দিয়েন আমি পারি না কিছু 😥,0.0
3535,"আপনার ভিড়িও গুলো দেখি, ভালোই লাগে।",0.0
3536,"পেইন্ট করার সময় হাতে গ্লাভস পরতে পারেন।
ছোট্ট সাজেশন্স।",0.0
3537,বাহ খুব সুন্দর হয়ে গেছে র‍্যাকটা!,0.0
3538,"ছোটবেলায় দেখেছি পাড়ায় পাড়ায় মোড়ে মোড়ে চায়ের দোকান ,টংঘর । এখন দেখি পাড়ায়-পাড়ায় মোড়ে মোড়ে বিশ্ববিদ্যালয়।",0.0
3539,লুটেপুটে খাও,0.0
3540,বাংলাদেশে আফগানিস্থাানের মতো মুসলিম শাসন হলে এদেশের সাংবাদিক খাবার বিক্রি করেও ভাত পাবে না। কারণ এদেশের বেশির ভাগ সাংবাদিক পুলিশের চেয়েও খারাপ।,0.0
3541,দেখে শিক্ষা নিন...,0.0
3542,অনেক উন্নতি হইছে,0.0
3543,জ্বালানি সাশ্রয় পরিবেশবান্ধব পরিবহন,0.0
3544,আহ! কতো ভালো ভাগ্য তাদের!,0.0
3545,সকল নেতা মন্ত্রীদের একাউন্ট হালনাগাদ করা হোক,0.0
3546,একদিন সুইস ব্যাংকটাও আমাদের হয়ে যাবে😀,0.0
3547,আমার অবুঝ মনে ছোটো একটা প্রশ্ন??? ঠিক কতো হাজার কোটি টাকা পাচার করলে ৫% হারে ৩ হাজার কোটি টাকা বাৎসরিক সুদ বাড়ে????,0.0
3548,বাংলার মানুষের বাৎসরিক আয় গড়ে বেশি তাই কিছু মানুষের ইনকাম দেসের বাহিরে রাখতে হয়,0.0
3549,"হঠাৎ যদি শুনা যেতো সুইস ব্যাংক দেউলিয়া, কত শান্তিটাই না লাগতো",0.0
3550,"এরাই আবার বলে, দেশের উন্নয়ন আমিরিকাকে ছাড়াবে।",0.0
3551,"আহ,, জনগণের টাকাগুলো রে",0.0
3552,"যাও করলাম দোআ
সুখে থাকো সবাইকে শান্তিতে রাখো",0.0
3553,সাংবাদিক ভাইয়েরা গঠনমুলক খবর পরিবেশন করলে আমাদের উপকার হতো।,0.0
3554,আমরাও চাই আপনার পরিবার নিয়ে সবাই মিলেমিশে এক সাথেই থাকুন,0.0
3555,শুভ কামনা রইলো প্রিয় অভিনেতা -অভিনেত্রী 🌷,0.0
3556,ইতিবাচক।,0.0
3557,এই নিউজ শুনার জন্যই জাতি অধীর আগ্রহে বসে আছে।,0.0
3558,কত তামশা যে আরও দেখতে হবে 🌝,0.0
3559,ভালো কথা সুনতে ও ভালো লাগে।,0.0
3560,হাস্যকর হলেও এটাই সত্যি,0.0
3561,"বর্তমান পরিস্থিতি সামাল দেওয়ার কৌশল মাত্র, ইন্দুর যখন একবার ঢুকছে বেড়া কাটা ছাড়া বের হবে না।",0.0
3562,আপু আমিও এইটা খেয়াল করছি,0.0
3563,অনেক সুন্দর শপিং হইছে😍😍,0.0
3564,দয়া করে আপনারা আর ভিডিও করবেন না মার্কেট এ গিয়ে। আজকে নুরজাহান এ গিয়ে আগুন দামে তারা জিনিষ সেল করতেছে কারণ এই আপনারা খালি ভিডিও করেন।,0.0
3565,কিসের ক্রেডিট চান আপনারা জিনিসপত্রের দাম বাড়ানোর...,0.0
3566,হ্যাঁ আপু ঠিক বলছেন দাম অনেক বেশি বেড়ে গিয়েছে। আমিও আজকে গিয়েছিলাম। আর ঐখানের সব দোকান গুলাতে একই রকম দাম।,0.0
3567,"সবার শুভ হোক,শুভ সকাল।",0.0
3568,অসাধারণ ছবি!,0.0
3569,শুভ সকাল,0.0
3570,আসসালামু আলাইকুম শুভ সকাল সবাই কে ধন্যবাদ সবাই ভালো থাকবেন সুস্থ থাকবেন আল্লাহ হাফেজ।,0.0
3571,"অসাধারণ সুন্দর দেখতে 😍
শুভ সকাল!",0.0
3572,"অসাধারণ ছবি, চোখ জুড়িয়ে যায়",0.0
3573,সবার জন্য শুভ কামনা রইল।,0.0
3574,"সুবহানাল্লাহ্, কি অপরূপ আল্লাহ্ র সৃষ্টি!",0.0
3575,শুপ্রভাত বাংলাদেশ,0.0
3576,সারারাত থেকে ঘুমাই নাই 😢 এখনো চোখে ঘুম নেই🙂🥺,0.0
3577,অসাধারণ ছবি,0.0
3578,এই পাখিটার নাম জানার খুব ইচ্ছে হচ্ছে!!,0.0
3579,"দোয়া ও শুভকামনা রইলো সবার জন্য 💞
আল্লাহ তাআলা সবাইকে ভালো রাখুন 💞",0.0
3580,বৃষ্টিময় সকালের শুভেচ্ছা 🌿🌿,0.0
3581,যেমন সুন্দর পাখি তেমন সুন্দর ফটোগ্রাফি ❤️,0.0
3582,চিরন্তন সত্য। চাপা কষ্ট নিয়ে বেঁচে থাকার নাম মধ্যবিত্ত।,0.0
3583,আপনার কথা গুলো ভালো লাগলো।একদম খাটি কথাটা সুন্দর করে বলার জন্য ধন্যবাদ।,0.0
3584,শিরোনামটা যথেষ্ট মানানসই।,0.0
3585,ভালো লাগলো সাংবাদিক ভাই,0.0
3586,মেয়েদের আত্মরক্ষার কৌশল শেখা বাধ্যতামূলেক করতে হবে….,0.0
3587,প্রতিটা ক্ষেত্রেই দেখা যায় নারীদের প্রতি সহিংসতায় নারীরাই কোনো না কোনোভাবে জড়িত।,0.0
3588,আমরা কিছুই চাইনা,0.0
3589,"সমঅধিকার নয়, ন্যায্য অধিকার চাই। নারীরা যদি এই স্লোগান দেয়। আর তা বাস্তবায়ন হয়। তাহলে নারীরা সব জায়গায় সন্মানিত হবে।",0.0
3590,এসব নারীবাদীদের নিয়ে গোলবৈঠকে কিছু হবে না। নারীদেরকে নিয়ে বসতে হবে ভিকটিমদের নিয়ে বসতে হবে। তাহলেই মূল সমস্যা এড্রেস করা যাবে।,0.0
3591,অশেষ শ্রদ্ধা ও সম্মান 🧡,0.0
3592,"আসল জিনিসের দাম না কমিয়ে এই পেয়াজ,রসুন এর দাম কমিয়ে কি লাভ?",0.0
3593,এক জিনিসের দাম কমে অন্য জিনিসের দাম বেড়ে যায়,0.0
3594,সব শিক্ষা প্রতিষ্ঠান বন্ধ করার দাবি জানাচ্ছি।,0.0
3595,শিক্ষা প্রতিষ্ঠান বন্ধ ঘোষণা করা হোক আমাদের দাবি আমাদের দাবি মানতে হবে মানতে হবে,0.0
3596,অনেক কিছু বুঝার অাছে,0.0
3597,সামনে নির্বাচন,0.0
3598,বাহ অনেক সাহসী একজন মেয়ে।,0.0
3599,"ওরা পারে, আর আমরা? ব্যর্থ হই।",0.0
3600,কেমন জাতি আমরা। খাদ্যে ফর্মালিন দেয়া বন্ধ করতে পারি না। ফর্মালিন কিভাবে দূর করতে হয় সেই জ্ঞান দিতে পারি।,0.0
3601,"স্নিগ্ধতা, স্বচ্ছতা, উচ্ছলতা ঝর্ণার আসল সৌন্দর্য।",0.0
3602,জীবন অতিষ্ঠ হয়ে যখন...,0.0
3603,মেয়েটির মুখে হাসি আছে আর সেটি আমাকে ভালো লেগেছে।,0.0
3604,এটা কি আনন্দ নাকি প্রাকৃতিক বিপর্যয়? এরচেয়ে পরিষ্কার পানি এখন হাতিরঝিলে।,0.0
3605,পাহাড়ি ঢল । এটা ঝর্নার সাভাবিক রূপ না,0.0
3606,"অতি বৃষ্টির জন্য,, পাহাড়ি ঢলে রুপ নিয়েছে,,,যা অতি মাত্রায় ভয়ংকর ও বিপদজনক।",0.0
3607,বেঁচে থাকলে জীবনে অনেক এডভেঞ্চার করতে পারবেন।,0.0
3608,এটা তো ভয়ংকর,0.0
3609,আপনার রুচির তারিফ করতেই হয়,0.0
3610,এক কথায় অসাধারণ💕,0.0
3611,"খুব সুন্দর তো, যাবো অবশ্যই।",0.0
3612,আপুর শাড়িটা অনেক সুন্দর,0.0
3613,সব কিছু ছেড়ে চল একদিনের জন্য হলেও বের হয়ে যাই 🍁,0.0
3614,চমৎকার,0.0
3615,কিছুদিনের মধ্যেই যাব ভাই😊,0.0
3616,এইটা কবের ভিডিও ভাই,0.0
3617,খুব শিঘ্রই যাচ্ছি 🙂,0.0
3618,চমৎকার দৃশ্য,0.0
3619,এখানে যাওয়ার উপযোগী সময় কখন?,0.0
3620,আমার এলাকা অথচ আমার নিজেরই হাওরে কোনো ছবি নাই,0.0
3621,আসতেছি 😎,0.0
3622,আসলেই এত সুন্দর?,0.0
3623,ভাই কক্সবাজারের ওয়েদার কেমন?,0.0
3624,এই পরিস্থিতিতে পর্যটন ব্যবস্থা চালু আছে?,0.0
3625,অসাধারণ দেখতে রাস্তাটা ❤️❤️,0.0
3626,সামনের সপ্তাহ হয়তো বা ভালো পানি পাবো,0.0
3627,এটি যে কোন দেশ ভ্রমণের জন্য শিক্ষনীয়। ধন্যবাদ বিষয়টি শেয়ার করার জন্য,0.0
3628,দারুন ভাইয়া। এ ধরনের ইনফরমেটিভ পোস্ট দিয়ে হেল্প করবেন। অন্যান্য পোস্টের অপেক্ষায় রইলাম,0.0
3629,আমিও যদি এমন কিছু পেতাম তাইলে অবশ্যই ভালো হতো আমার জন্য।।,0.0
3630,"খুবই গুরুত্বপূর্ণ পোস্ট। এটা থেকে অনেকেই সাবধান হবেন,তাছাড়া ঠিকই বলেছেন অনেক ট্রাভেল ভ্লগাররা ভ্লগ করেন ঠিকই কিন্তু ভ্লগে অনেক কিছু গোপন করে যান, যা কিনা সবার জানা উচিত।আপনাকে অসংখ্য ধন্যবাদ।",0.0
3631,অসাধারণ এই বিষয় এখানে তুলে ধরার জন্য অনেক অনেক ধন্যবাদ,0.0
3632,"এটা কখনোই সম্ভব না,",0.0
3633,আপনি ঠিক বলেছেন ৷,0.0
3634,ধন্যবাদ ভাইয়া! বিষয়গুলো খেয়াল রাখতে হবে।,0.0
3635,গুরুত্বপূর্ণ তথ্য কাজে লাগবে।,0.0
3636,আমাদের বাংলাদেশ ও অনেক সুন্দর। 🌷,0.0
3637,কুমিল্লা স্টেশন অনেক সুন্দর,0.0
3638,"এই রাস্তা দিয়ে আমরাও গেছিলাম,",0.0
3639,অনেক সুন্দর প্রকৃতি উপভোগ করা যায় এখান থেকে। বিশেষত সন্ধ্যার পরের সময়টা খুবই উপভোগ্য।,0.0
3640,"আমি তোমার লাইভ সব সময় দেখি, টাইম মিলাতে না পারলে, রেকডে ট লাইভ দেখি🌹🌹",0.0
3641,তোমার পড়া কাপ্তান ডিজাইন টা অন্যরকম সুন্দর,0.0
3642,বাহিরে প্রচুর বৃষ্টি হচ্ছে ঘরে বসে তোমার লাইভ দেখছি,0.0
3643,আপু ড্রেস গুলো সব সময় ইউনিক হয়,0.0
3644,তোমার পড়া বল বল পৃন্ট ড্রেসটা অনেক সুন্দর,0.0
3645,ইয়া আল্লাহ এই বিপদ থেকে তুমি সিলেট বাসিকে রক্ষা করো,0.0
3646,আল্লাহ রহম করো,0.0
3647,"আল্লাহ আপনি রহমত কারি আপনি রহমত করুন,দয়া করুন,ক্ষমা করুন।",0.0
3648,আল্লাহ সহায়ক হোক।,0.0
3649,মৌলভীবাজারের অনেক জায়গায় অলরেডি পানি ঢুকে গেছে বাসায়!,0.0
3650,"রংপুরেও অনেক বৃষ্টি চলছে।
আল্লাহ রহম করুন 🤲",0.0
3651,"এর থেকে ফালতু ওয়েব সিরিজ হয়না।
পুরোই ফালতু।
সময় নষ্ট",0.0
3652,একটার পর একটা দুর্যোগ ঘটেই চলছে,0.0
3653,দুর্দান্ত সাবলীল অভিনয়।,0.0
3654,এমন মাস্টার প্রাইস মুভি দিলে আর ইন্ডিয়ার মুভি জীবনে ও দেখতাম না কথা দিলাম,0.0
3655,"ভাই কি ডাইরেক্টিং ইয়ার, সুপার। মানে সব মিলিয়ে বুঝায় যায় না এটা বাংলাদেশের",0.0
3656,দেখার অপেক্ষায় রইলাম😊,0.0
3657,এর চে ভুয়া আর কিছু হয়না। পুরা ফালতু গল্প,0.0
3658,অপেক্ষায় ছিলাম,0.0
3659,নাটকের নাম কি ভাই,0.0
3660,কিছু নাটক,0.0
3661,অপেক্ষার অবসান,0.0
3662,হুম এতদিনে বুঝে গিয়েছি,0.0
3663,আমার প্রিয় অভিনেতা শুভ জন্মদিন,0.0
3664,তাঁকে আমাদের ডিপার্টমেন্টের শিক্ষক হিসেবে পেয়ে সত্যিই খুব ভালো লাগছে।,0.0
3665,এইটা আবার কি,0.0
3666,"যাক, আফজাল হোসেন, একটা শক্ত চরিএে। দেখতে হবে অবশ্যই।",0.0
3667,অবশ্যই দেখবেন কিন্তু! 🥰,0.0
3668,জয় হোক 💕💕💕,0.0
3669,অভিনন্দন♥️🌿,0.0
3670,কি এমন বললো বুঝলাম না যে ক্লিপ ভাইরাল করলো🙄🙄,0.0
3671,মানুষ গুলা এতো বোকা!! 🤦‍♀️,0.0
3672,"মানুষ মাত্রই ভুল। আমরা সবাই কোন না কোনো ভুল করেছি, করি এবং করবো। এইটাই স্বাভাবিক। ",0.0
3673,একদম উচিৎ কথা বলেছেন আপি,0.0
3674,তুমি তাকালেই হয়ে যাই বোকা,0.0
3675,এই ছবিটা কারো থাকলে একটু দেবে,0.0
3676,হিরো টা ভালো লাগছে না,0.0
3677,কালো ছাড়া কি অন্য কোনো কালার হবেনা?,0.0
3678,খুশি করে দাও,0.0
3679,নিজেকে আরেক ধাপ ছাড়িয়ে গেলেন স্যার❤️❤️,0.0
3680,দারুণ!,0.0
3681,"বন্ধু্, ভাল হয়েছে",0.0
3682,এর চরিত্রে ওনাকে আসলেই আমার ভালো লাগেনা।,0.0
3683,এই শাড়ী আমি নিতে চাই দাম কত?,0.0
3684,এই ব্লাউজ টা পাওয়া যাবে সারির সাথে?,0.0
3685,দাম কেমন শাড়ি গুলোর? আর এ গুলো কি শাড়ি? নাম কি?,0.0
3686,সিরিজগুলো দেখার মতো কিন্তু আপনাদের সার্ভিস নিয়ে আমি খুব বিরক্ত।,0.0
3687,"আপনার অবস্থা খারাপ,,, চিকিৎসা করান আপনার",0.0
3688,নিজের সৌন্দর্য এভাবে প্রকাশ করতে হয় না,0.0
3689,অন্য কোন কালার হবে?,0.0
3690,আমি নিয়েছি অনেক সুন্দর শাড়ি টা.,0.0
3691,অসাধারণ একটি সারি আমি নিয়েছি,0.0
3692,কথায় পাওয়া যাবে,0.0
3693,শাড়িটা অনেক সুন্দর দাম কত,0.0
3694,আপু আপনাদের শোরুম কোথায়,0.0
3695,"শাড়িটা পরতে আরাম, আমি নিয়েছি,",0.0
3696,পছন্দ হয়েছে,0.0
3697,"এই শাড়িটা আমি নিতে চাই, প্রাইজ কতো।",0.0
3698,খুব সুন্দর লাগতেছে শুভকামনা রইল।,0.0
3699,মুভিটিতে অভিনয় অনেক ভালো ছিল😍😍,0.0
3700,অনেক দিন পর দেখলাম,0.0
3701,দাম কতো,0.0
3702,এটা কি চট্টগ্রামে কোথায় কোন শাখা আছে ।,0.0
3703,কুথায় পাব এই শাড়ী,0.0
3704,বাংলাদেশের সেরা একজন অভিনেত্রী,0.0
3705,আমরাও অধীর আগ্রহে অপেক্ষা করছি।,0.0
3706,নিঃসন্দেহে!,0.0
3707,শাড়ীটার মূল্য কতো?,0.0
3708,অনেক শুভকামনা রইল,0.0
3709,এই ব্লাক শাড়িটা আমি নিতে চাই। এটা কি সেল হয়েগেছে নাকি আছে।,0.0
3710,এই ওয়েব সিরিজ টা অসাধারণ 👍👍👍🇧🇩,0.0
3711,"সকল সাংবাদিক ভাইদের ধন্যবাদ, এতোকষ্ট করে এই নিউজ গুলো কভার করতেছেন আপনারা",0.0
3712,শেষ করলাম ভাল ছিল। এটার জন্যই সাবসক্রিপশন নিয়েছিলাম । আরও বাংলাদেশী সিরিজ চাই।,0.0
3713,দেখা শেষ,0.0
3714,রহস্য বাকি রইল। সিজন 2 বের হবে সেই জন্যে আকর্ষণ রেখে দেয়া।,0.0
3715,মাত্র দেখে শেষ করলাম।অসাধারন লেগেছে।খুব ভাল,0.0
3716,কিছু বলতেও ভয় হয়,0.0
3717,"পৃথিবীর বুকে প্রমাণসহ তুমি এমন লোক,
যে নির্ভয়ে সত্য এবং উচিত বলতে গিয়ে জীবন দিয়েছে।",0.0
3718,আমি এই কবিতা স্কুল এ আবৃত্তি করছিলাম,0.0
3719,ই কবিতা আবৃত্তি করে আমি আমার স্কুলে প্রথম হইছিলাম।,0.0
3720,"সবগুলো ক্লাস কি রেকর্ডিং, না লাইভ ক্লাস?",0.0
3721,আপনার আগ্রহের জন্য অসংখ্য ধন্যবাদ। 😀,0.0
3722,আমি শিখতে চাই,0.0
3723,অপরিচিতা,0.0
3724,অনেক ভালো হিজাব পাওয়া যায় আপু,0.0
3725,আমি প্রথমে ৩ দিন এর পর ৫ দিন এর পর ২ দিন এর জন্য ব্লক খাইছিলাম,0.0
3726,বাস্তবে যা সত্যি তাইতো বললাম।,0.0
3727,কোর্স ফি কত?,0.0
3728,ভালো না লাগলে এভয়েড করলেই পারে।,0.0
3729,মেসেজ দিলে রিপ্লে দেন,0.0
3730,সোনালী দিন গুলো পার করে এসেছি।,0.0
3731,এই প্রথম পরিক্ষার ছবিতে কোনো ছেলে দেখলাম,0.0
3732,অনেক সুন্দর বিশ্লেষণ 🥰,0.0
3733,সুন্দর 🥰 একটা পোস্ট,0.0
3734,ভালো লাগছে,0.0
3735,পাশে থাকার জন্য অসংখ্য ধন্যবাদ,0.0
